0.000000000000000000e+00,0.000000000000000000e+00
2.002002002002001985e-03,7.535034455941058695e-06
4.004004004004003969e-03,3.013979039678815752e-05
6.006006006006005954e-03,6.781335105188190937e-05
8.008008008008007939e-03,1.205540756927803159e-04
1.001001001001000992e-02,1.883595541585236788e-04
1.201201201201201191e-02,2.712267742026597261e-04
1.401401401401401389e-02,3.691524325404316187e-04
1.601601601601601588e-02,4.821321635972708464e-04
1.801801801801801786e-02,6.101612234488129616e-04
2.002002002002001985e-02,7.532341405749320984e-04
2.202202202202202183e-02,9.113435517065227032e-04
2.402402402402402382e-02,1.084483577869832516e-03
2.602602602602602580e-02,1.272646128199994564e-03
2.802802802802802778e-02,1.475826138630509377e-03
3.003003003003002977e-02,1.694010221399366856e-03
3.203203203203203175e-02,1.927189878188073635e-03
3.403403403403403027e-02,2.175357192754745483e-03
3.603603603603603572e-02,2.438499126583337784e-03
3.803803803803804118e-02,2.716608578339219093e-03
4.004004004004003969e-02,3.009664826095104218e-03
4.204204204204203821e-02,3.317663678899407387e-03
4.404404404404404366e-02,3.640586743131279945e-03
4.604604604604604912e-02,3.978425171226263046e-03
4.804804804804804763e-02,4.331161268055438995e-03
5.005005005005004615e-02,4.698773846030235291e-03
5.205205205205205160e-02,5.081262905150651932e-03
5.405405405405405705e-02,5.478591658174991608e-03
5.605605605605605557e-02,5.890758242458105087e-03
5.805805805805805409e-02,6.317741703242063522e-03
6.006006006006005954e-02,6.759511306881904602e-03
6.206206206206206499e-02,7.216066587716341019e-03
6.406406406406406351e-02,7.687376346439123154e-03
6.606606606606606202e-02,8.173422887921333313e-03
6.806806806806806054e-02,8.674184791743755341e-03
7.007007007007007293e-02,9.189645759761333466e-03
7.207207207207207145e-02,9.719775058329105377e-03
7.407407407407406996e-02,1.026455592364072800e-02
7.607607607607608236e-02,1.082395669072866440e-02
7.807807807807808087e-02,1.139796338975429535e-02
8.008008008008007939e-02,1.198654994368553162e-02
8.208208208208207790e-02,1.258967071771621704e-02
