0.000000000000000000e+00,0.000000000000000000e+00
3.344481605351170509e-03,3.571553883922133012e-08
6.688963210702341018e-03,2.487899024557201980e-07
1.003344481605351023e-02,6.897434984072733108e-07
1.337792642140468204e-02,1.251291040481521175e-06
1.672240802675585211e-02,1.713707544134768073e-06
2.006688963210702045e-02,1.897176653426510451e-06
2.341137123745819226e-02,1.985170028085345111e-06
2.675585284280936407e-02,3.106596909773252720e-06
3.010033444816053241e-02,8.256214676582229397e-06
3.344481605351170422e-02,2.356810935507784135e-05
3.678929765886287256e-02,5.983228149543704617e-05
4.013377926421404090e-02,1.339894771201302637e-04
4.347826086956521618e-02,2.702153549234171271e-04
4.682274247491638453e-02,5.001828923320060863e-04
5.016722408026755980e-02,8.622202360724756090e-04
5.351170568561872815e-02,1.399356684996366741e-03
5.685618729096989649e-02,2.156605447769448063e-03
6.020066889632106483e-02,3.178153318298196361e-03
6.354515050167224011e-02,4.505289966336756269e-03
6.688963210702340845e-02,6.175826942678023894e-03
7.023411371237457679e-02,8.225418314048261320e-03
7.357859531772574513e-02,1.069067737112818980e-02
7.692307692307691347e-02,1.361342906093434765e-02
8.026755852842808181e-02,1.704500791467846582e-02
8.361204013377926403e-02,2.104933645090494021e-02
8.695652173913043237e-02,2.570365767615659380e-02
9.030100334448160071e-02,3.109621992880157865e-02
9.364548494983276905e-02,3.732082359128756355e-02
9.698996655518393739e-02,4.446879902830833120e-02
1.003344481605351196e-01,5.261955447923806484e-02
1.036789297658862880e-01,6.183120125405643097e-02
1.070234113712374563e-01,7.213286503120092119e-02
1.103678929765886246e-01,8.352010612766633257e-02
1.137123745819397930e-01,9.595442044547844440e-02
1.170568561872909613e-01,1.093671369661289861e-01
1.204013377926421297e-01,1.236672637295526400e-01
1.237458193979932980e-01,1.387520898254013257e-01
1.270903010033444802e-01,1.545187709722586900e-01
1.304347826086956486e-01,1.708748468090896255e-01
1.337792642140468169e-01,1.877457509200029517e-01
1.371237458193979852e-01,2.050778937589254614e-01
1.404682274247491536e-01,2.228367419708860986e-01
1.438127090301003219e-01,2.410003158712789861e-01
1.471571906354514903e-01,2.595494610963351434e-01
1.505016722408026586e-01,2.784569086911071745e-01
1.538461538461538269e-01,2.976773728827383780e-01
1.571906354515049953e-01,3.171407042045779612e-01
1.605351170568561636e-01,3.367494858995364604e-01
1.638795986622073597e-01,3.563815886567506808e-01
