0.000000000000000000e+00,0.000000000000000000e+00
3.344481605351170509e-03,6.549494491739678467e-07
6.688963210702341018e-03,3.362861855355052743e-06
1.003344481605351023e-02,1.247136221554529565e-05
1.337792642140468204e-02,4.811551572056525452e-05
1.672240802675585211e-02,1.804590581077013776e-04
2.006688963210702045e-02,5.916266116994977394e-04
2.341137123745819226e-02,1.641003683566667499e-03
2.675585284280936407e-02,3.885287520580274490e-03
3.010033444816053241e-02,8.190743381074666943e-03
3.344481605351170422e-02,1.579643475499355534e-02
3.678929765886287256e-02,2.809746248209883668e-02
4.013377926421404090e-02,4.617601372303568180e-02
4.347826086956521618e-02,7.043530801133393582e-02
4.682274247491638453e-02,1.011185298570410618e-01
5.016722408026755980e-02,1.382872679696996732e-01
5.351170568561872815e-02,1.814807166905746116e-01
5.685618729096989649e-02,2.293315948673511628e-01
6.020066889632106483e-02,2.800227040019139801e-01
6.354515050167224011e-02,3.323463300777338980e-01
6.688963210702340845e-02,3.856002321566441848e-01
7.023411371237457679e-02,4.390645405444025262e-01
7.357859531772574513e-02,4.915172436171760806e-01
7.692307692307691347e-02,5.411004269137251743e-01
8.026755852842808181e-02,5.856423199318095962e-01
8.361204013377926403e-02,6.232761455473118106e-01
8.695652173913043237e-02,6.526974772626707999e-01
9.030100334448160071e-02,6.738453745047582322e-01
9.364548494983276905e-02,6.870608446222239429e-01
9.698996655518393739e-02,6.931606563798322629e-01
1.003344481605351196e-01,6.942150353112899186e-01
1.036789297658862880e-01,6.934645190957050565e-01
1.070234113712374563e-01,6.952104309962519046e-01
1.103678929765886246e-01,7.021611371617165753e-01
1.137123745819397930e-01,7.145293190903367897e-01
1.170568561872909613e-01,7.305174261693572202e-01
1.204013377926421297e-01,7.473662983880787758e-01
1.237458193979932980e-01,7.628796669767159422e-01
1.270903010033444802e-01,7.746638741226733460e-01
1.304347826086956486e-01,7.799330301011814237e-01
1.337792642140468169e-01,7.761207998999520852e-01
1.371237458193979852e-01,7.618802678871148260e-01
1.404682274247491536e-01,7.375451347926531565e-01
1.438127090301003219e-01,7.043658998653208325e-01
1.471571906354514903e-01,6.632986398254425708e-01
1.505016722408026586e-01,6.148892532621733631e-01
1.538461538461538269e-01,5.594289026891623440e-01
1.571906354515049953e-01,4.972671739194278184e-01
1.605351170568561636e-01,4.299620312754163787e-01
1.638795986622073597e-01,3.600257382339537848e-01
1.672240802675585281e-01,2.909508710357874839e-01
1.705685618729096964e-01,2.260886207549118176e-01
1.739130434782608647e-01,1.681577216356887616e-01
1.772575250836120331e-01,1.197027034575631199e-01
1.806020066889632014e-01,8.247190870674500629e-02
1.839464882943143698e-01,5.703734521296573157e-02
1.872909698996655381e-01,4.237040479894663147e-02
1.906354515050167064e-01,3.629793168769041012e-02
1.939799331103678748e-01,3.630639998776154231e-02
